"ScientificName";"Rank";"UID";"nPos";"nNeg";"nTot";"IDs"
"Bacteria";"superkingdom";"2";2172;1833;4005;"208964,224914,1491,169963,623,632,1280,1773,272631,90370,562,1765,784,1764,1502,301449,813,573,1314,257313,83554,243277,302409,1309,345076,666,1422,287,439855,410289,83332,139,119602,817,431947,233413,93061,1392,1496,670,470,373153,727,1311,1307,173,520,580047,672161,1639,1717,220341,645463,192222,548473,29519,99287,43767,837,272634,485,288705,210007,1317,1310,160,315277,374932,525279,226185,333849,83333,487,1349,491,1198676,480,243276,1303,1661,161,267671,189518,212042,672,1513,NA,177416,441952,393115,376619,418136,401614,320372,357348,272560,320373,777,243273,722438,550672,71421,630,1719,1428,1193576,469009,224326,766147,738,948,624,770,487521,561275,548470,32019,196,357244,419947,197,262316,1770,320483,272626,262698,652616,1768,1081927,584,40834,160490,235279,1320,364106,525281,585034,300267,405955,29339,374833,909420,1313,90371,511145,155864,537457,1006581,272561,406560,347257,1254,303,857571,645,1396,521006,75985,122587,350703,115713,85962,210,282458,269800,298,556,242619,191218,28227,441771,182082,520141,443149,1091501,515617,529507,945,944,208435,535026,224308,527020,882102,486410,29320,1778,393305,456482,1585,469008,604162,205920,543,1336,57678,471876,521009,295358,262722,754503,199310,656419,553583,214092,1390,316401,360116,227377,2116544,269484,942513,1423892,520140,406984,400667,28450,554,342614,424717,93062,370554,1138874,195099,1338035,1347340,194,211882,102617,498739,216597,1010838,57372,571800,410072,29355,662,1268303,85698,72556,280240,231454,81475,1270,122355,203192,316,376469,1214225,1045775,108,1022,29507,747,272620,272633,395019,218496,283166,297245,83558,336407,455434,955,89586,1334,644,992121,1352357,1337393,426430,724,561522,1115822,562017,1115815,1115825,301447,1299,1172206,674,1458279,1117322,619693,1463165,244366,2,371601,820,1292,40323,29459,1091045,44276,107819,242231,451516,675513,95486,392021,1427371,85991,445985,445983,218497,83555,83557,83556,1457153,83560,83559,159449,171101,1769,611,634464,199738,331635,1457141,1405296,115711,1050221,947,2730405,1391998,375177,267212,1613,413502,67351,28172,212717,439184,2736,759363,1112244,1112269,264202,1112254,243161,227941,2100,33959,47466,1302858,1292392,866344,1783,28903"
"Terrabacteria group";"clade";"1783272";888;977;1865;"1491,169963,1280,1773,1765,1764,1502,301449,1314,1309,1422,410289,83332,119602,93061,1392,1496,1311,1307,1639,1717,645463,548473,43767,272634,1317,1310,1349,1303,1661,1513,243273,722438,1719,1428,1193576,469009,487521,561275,548470,262316,1770,652616,1768,160490,1320,29339,1313,1006581,347257,1254,1396,282458,269800,28227,441771,208435,29320,1778,1585,1336,295358,262722,754503,553583,1390,2116544,342614,93062,57372,410072,29355,1268303,280240,1270,1045775,1334,426430,1299,1458279,1292,1091045,107819,451516,159449,171101,1769,1391998,1613,67351,2100,33959,1783,28903"
"Actinomycetota";"phylum";"201174";398;331;729;"1773,1765,1764,410289,83332,1717,43767,1661,1719,487521,561275,262316,1770,652616,1768,269800,29320,1778,1268303,280240,1270,1091045,159449,1769,1391998,67351,1783"
"Actinomycetes";"class";"1760";398;331;729;"1773,1765,1764,410289,83332,1717,43767,1661,1719,487521,561275,262316,1770,652616,1768,269800,29320,1778,1268303,280240,1270,1091045,159449,1769,1391998,67351,1783"
"Mycobacteriales";"order";"85007";388;326;714;"1773,1765,1764,410289,83332,1717,43767,1719,487521,561275,262316,1770,652616,1768,1778,1268303,1769,1391998,1783"
"Corynebacteriaceae";"family";"1653";13;12;25;"1717,1719"
"Corynebacterium";"genus";"1716";13;12;25;"1717,1719"
