id,taxid,domain,kingdom,phylum,class,order,family,genus,species
s__Babesia_microti,1133968,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Piroplasmida,Babesiidae,Babesia,Babesia_microti
s__Neospora_caninum,29176,Eukaryota,Apicomplexa__P+,Apicomplexa,Conoidasida,Eucoccidiorida,Sarcocystidae,Neospora,Neospora_caninum
s__Plasmodium_yoelii,5861,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium_yoelii
s__Plasmodium_falciparum,5834,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium_falciparum
s__Plasmodium_chabaudi,5825,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium_chabaudi
s__Plasmodium_falciparum,57270,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium_falciparum
s__Babesia_bovis,5865,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Piroplasmida,Babesiidae,Babesia,Babesia_bovis
s__Plasmodium_cynomolgi,5827,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium_cynomolgi
s__Plasmodium_falciparum,5839,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium_falciparum
s__Plasmodium_malariae,5858,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium_malariae
s__Plasmodium_vivax,5855,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium_vivax
s__Plasmodium_brasilianum,5824,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium_brasilianum
s__Plasmodium_berghei,5821,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium_berghei
s__Cryptosporidium_parvum,5807,Eukaryota,Apicomplexa__P+,Apicomplexa,Conoidasida,Eucoccidiorida,Cryptosporidiidae,Cryptosporidium,Cryptosporidium_parvum
s__Theileria_annulata,5874,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Piroplasmida,Theileriidae,Theileria,Theileria_annulata
s__Plasmodium_falciparum,5843,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium_falciparum
s__Plasmodium_falciparum,5835,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium_falciparum
s__Plasmodium_falciparum,36329,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium_falciparum
s__Babesia_bigemina,5866,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Piroplasmida,Babesiidae,Babesia,Babesia_bigemina
s__Plasmodium_vivax_like_sp,27990,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium_vivax_like_sp
