id,taxid,domain,kingdom,phylum,class,order,family,genus,species
s__Toxoplasma_gondii,508771,Eukaryota,Apicomplexa__P+,Apicomplexa,Conoidasida,Eucoccidiorida,Sarcocystidae,Toxoplasma,Toxoplasma_gondii
s__Plasmodium_falciparum,5841,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium_falciparum
s__Babesia_microti,5868,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Piroplasmida,Babesiidae,Babesia,Babesia_microti
s__Toxoplasma_gondii,5811,Eukaryota,Apicomplexa__P+,Apicomplexa,Conoidasida,Eucoccidiorida,Sarcocystidae,Toxoplasma,Toxoplasma_gondii
s__Theileria_parva,333668,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Piroplasmida,Theileriidae,Theileria,Theileria_parva
s__Plasmodium_falciparum,5848,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium_falciparum
s__Plasmodium_yoelii,73239,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium_yoelii
s__Plasmodium_falciparum,5833,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium_falciparum
s__Plasmodium_falciparum,5846,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium_falciparum
s__Plasmodium_berghei,5823,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium_berghei
s__Eimeria_tenella,5802,Eukaryota,Apicomplexa__P+,Apicomplexa,Conoidasida,Eucoccidiorida,Eimeriidae,Eimeria,Eimeria_tenella
s__Plasmodium_vivax,126793,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium_vivax
s__Plasmodium_vivax,31273,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium_vivax
s__Toxoplasma_gondii,432359,Eukaryota,Apicomplexa__P+,Apicomplexa,Conoidasida,Eucoccidiorida,Sarcocystidae,Toxoplasma,Toxoplasma_gondii
s__Plasmodium_knowlesi,5850,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium_knowlesi
s__Theileria_equi,5872,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Piroplasmida,Theileriidae,Theileria,Theileria_equi
s__Plasmodium_falciparum,5842,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium_falciparum
s__Plasmodium_falciparum,5837,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium_falciparum
s__Plasmodium_knowlesi,5851,Eukaryota,Apicomplexa__P+,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium_knowlesi
