taxid,input_term,domain,kingdom,phylum,class,order,family,genus,species
381513,Influenza_A_virus_A_Panama_2007_1999_H3N2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
352034,Influenza_A_virus_A_duck_Potsdam_1402_6_1986_H5N2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
12120,Foot_and_mouth_disease_virus_strain_C1_Santa_Pau,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Aphthovirus,s__Foot_and_mouth_disease_virus
12305,Cucumber_mosaic_virus,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Alsuviricetes,o__Martellivirales,f__Bromoviridae,g__Cucumovirus,s__Cucumber_mosaic_virus
392809,Influenza_A_virus_A_Victoria_3_1975_H3N2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
94966,Bluetongue_virus_12,d__Viruses,k__Orthornavirae,p__Duplornaviricota,c__Resentoviricetes,o__Reovirales,f__Reoviridae,g__Orbivirus,s__Bluetongue_virus
392172,Norovirus_Hu_GII_4_MD_2004_2004_US,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Caliciviridae,g__Norovirus,s__Norwalk_virus
28875,Rotavirus_A,d__Viruses,k__Orthornavirae,p__Duplornaviricota,c__Resentoviricetes,o__Reovirales,f__Reoviridae,g__Rotavirus,s__Rotavirus_A
35288,Grapevine_virus_A,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Alsuviricetes,o__Tymovirales,f__Betaflexiviridae,g__Vitivirus,s__Grapevine_virus_A
83192,Topografov_hantavirus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Ellioviricetes,o__Bunyavirales,f__Hantaviridae,g__Orthohantavirus,s__Topografov_hantavirus
11295,Rabies_virus_ERA,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Rhabdoviridae,g__Lyssavirus,s__Rabies_lyssavirus
464314,Influenza_A_virus_A_Anhui_T2_2006_H5N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
644788,Influenza_A_virus_A_Vietnam_1194_2004_H5N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
28375,Soil_borne_wheat_mosaic_virus,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Alsuviricetes,o__Martellivirales,f__Virgaviridae,g__Furovirus,s__Soil_borne_wheat_mosaic_virus
41857,Influenza_A_virus_H3N2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
421877,Hepatitis_C_virus_isolate_HC_J1,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Hepacivirus,s__Hepacivirus_C
186539,Reston_ebolavirus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Filoviridae,g__Ebolavirus,s__Reston_ebolavirus
1678143,Orthohepevirus_A,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Alsuviricetes,o__Hepelivirales,f__Hepeviridae,g__Orthohepevirus,s__Orthohepevirus_A
35327,Bluetongue_virus_1,d__Viruses,k__Orthornavirae,p__Duplornaviricota,c__Resentoviricetes,o__Reovirales,f__Reoviridae,g__Orbivirus,s__Bluetongue_virus
1286616,Norovirus_Hu_GII_3_693_425_2008_AU,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Caliciviridae,g__Norovirus,s__Norwalk_virus
11100,Bovine_viral_diarrhea_virus_1_NADL,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Pestivirus,s__Pestivirus_A
506350,Influenza_A_virus_A_Hong_Kong_1_1968_H3N2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
303316,Influenza_A_virus_A_Hatay_2004_H5N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
46920,Rio_Mamore_hantavirus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Ellioviricetes,o__Bunyavirales,f__Hantaviridae,g__Orthohantavirus,s__Rio_Mamore_hantavirus
529058,Influenza_A_virus_A_Uruguay_716_2007_H3N2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
12111,Foot_and_mouth_disease_virus_type_A,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Aphthovirus,s__Foot_and_mouth_disease_virus
11150,Porcine_transmissible_gastroenteritis_coronavirus_strain_FS772_70,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Nidovirales,f__Coronaviridae,g__Alphacoronavirus,s__Alphacoronavirus_1
59375,Influenza_A_virus_A_South_Carolina_1_1918_H1N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
211044,Influenza_A_virus_A_Puerto_Rico_8_1934_H1N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
12162,Citrus_tristeza_virus,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Alsuviricetes,o__Martellivirales,f__Closteroviridae,g__Closterovirus,s__Citrus_tristeza_virus
290028,Human_coronavirus_HKU1,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Nidovirales,f__Coronaviridae,g__Betacoronavirus,s__Human_coronavirus_HKU1
11255,Human_respiratory_syncytial_virus_strain_RSB6190,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Pneumoviridae,g__Orthopneumovirus,s__Human_orthopneumovirus
1570291,Ebola_virus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Filoviridae,g__Ebolavirus,s__Zaire_ebolavirus
229032,Porcine_epidemic_diarrhea_virus_CV777,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Nidovirales,f__Coronaviridae,g__Alphacoronavirus,s__Porcine_epidemic_diarrhea_virus
11623,Lymphocytic_choriomeningitis_mammarenavirus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Ellioviricetes,o__Bunyavirales,f__Arenaviridae,g__Mammarenavirus,s__Lymphocytic_choriomeningitis_mammarenavirus
461772,Influenza_A_virus_A_Wisconsin_43_2006_H3N2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
2708335,Pangolin_coronavirus,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Nidovirales,f__Coronaviridae,g__Betacoronavirus,s__Pangolin_coronavirus
357210,Influenza_A_virus_A_Vietnam_CL100_2004_H5N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
358805,Classical_swine_fever_virus_Alfort_Tuebingen,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Pestivirus,s__Pestivirus_C
64293,Tembusu_virus,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Flavivirus,s__Tembusu_virus
510222,Influenza_A_virus_A_duck_Vietnam_NCVD_9_2007_H5N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
