"id","taxid","domain","kingdom","phylum","class","order","family","genus","species","IsLower","N","nIDs","Label"
"s__Crimean_Congo_hemorrhagic_fever_orthonairovirus",1980519,"Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Nairoviridae","Orthonairovirus","Crimean_Congo_hemorrhagic_fever_orthonairovirus",FALSE,100,1,"Crimean Congo hemorrhagic fever orthonairovirus(100 peptides)"
"s__Cucumber_mosaic_virus",12305,"Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Bromoviridae","Cucumovirus","Cucumber_mosaic_virus",FALSE,2,1,"Cucumber mosaic virus(2 peptides)"
"s__Dasheen_mosaic_virus",29271,"Viruses","Orthornavirae","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Dasheen_mosaic_virus",FALSE,1,1,"Dasheen mosaic virus(1 peptides)"
"s__Dengue_virus",11053,"Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Dengue_virus",FALSE,1974,16,"Dengue virus(1974 peptides)"
"s__Duck_astrovirus_GII_A",707882,"Viruses","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae","Avastrovirus","Duck_astrovirus_GII_A",FALSE,1,1,"Duck astrovirus GII A(1 peptides)"
"s__Eastern_equine_encephalitis_virus",11021,"Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Eastern_equine_encephalitis_virus",FALSE,25,1,"Eastern equine encephalitis virus(25 peptides)"
"s__Enterovirus_A",31704,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus_A",FALSE,140,4,"Enterovirus A(140 peptides)"
"s__Enterovirus_B",82639,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus_B",FALSE,65,11,"Enterovirus B(65 peptides)"
"s__Enterovirus_C",12081,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus_C",FALSE,35,7,"Enterovirus C(35 peptides)"
"s__Enterovirus_D",42789,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus_D",FALSE,4,2,"Enterovirus D(4 peptides)"
"s__Enterovirus_E",12064,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus_E",FALSE,14,1,"Enterovirus E(14 peptides)"
"s__Enterovirus_F",1330520,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus_F",FALSE,3,2,"Enterovirus F(3 peptides)"
"s__Feline_calicivirus",11981,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Caliciviridae","Vesivirus","Feline_calicivirus",FALSE,5,2,"Feline calicivirus(5 peptides)"
"s__Foot_and_mouth_disease_virus",12115,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Aphthovirus","Foot_and_mouth_disease_virus",FALSE,101,11,"Foot and mouth disease virus(101 peptides)"
"s__Gammaarterivirus_lacdeh",11048,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Arteriviridae","Gammaarterivirus","Gammaarterivirus_lacdeh",FALSE,2,1,"Gammaarterivirus lacdeh(2 peptides)"
"s__Getah_virus",59300,"Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Getah_virus",FALSE,5,1,"Getah virus(5 peptides)"
"s__Goose_astrovirus",1349999,"Viruses","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae","Avastrovirus","Goose_astrovirus",FALSE,2,1,"Goose astrovirus(2 peptides)"
"s__Grapevine_leafroll_associated_virus_3",55951,"Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Closteroviridae","Ampelovirus","Grapevine_leafroll_associated_virus_3",FALSE,1,1,"Grapevine leafroll associated virus 3(1 peptides)"
"s__Grapevine_virus_A",35288,"Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Vitivirus","Grapevine_virus_A",FALSE,4,1,"Grapevine virus A(4 peptides)"
"s__Guertu_bandavirus",1763596,"Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Phenuiviridae","Bandavirus","Guertu_bandavirus",FALSE,7,1,"Guertu bandavirus(7 peptides)"
"s__Hantaan_orthohantavirus",11602,"Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Hantaviridae","Orthohantavirus","Hantaan_orthohantavirus",FALSE,4,1,"Hantaan orthohantavirus(4 peptides)"
"s__Hendra_henipavirus",63330,"Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Henipavirus","Hendra_henipavirus",FALSE,1,1,"Hendra henipavirus(1 peptides)"
"s__Hepacivirus_C",31644,"Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Hepacivirus","Hepacivirus_C",FALSE,1059,26,"Hepacivirus C(1059 peptides)"
"s__Hepatovirus_A",208726,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Hepatovirus","Hepatovirus_A",FALSE,48,3,"Hepatovirus A(48 peptides)"
"s__Human_coronavirus_229E",11137,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human_coronavirus_229E",FALSE,598,1,"Human coronavirus 229E(598 peptides)"
"s__Human_coronavirus_HKU1",443241,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Human_coronavirus_HKU1",FALSE,563,4,"Human coronavirus HKU1(563 peptides)"
"s__Human_coronavirus_NL63",277944,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human_coronavirus_NL63",FALSE,682,1,"Human coronavirus NL63(682 peptides)"
"s__Human_orthopneumovirus",208893,"Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Pneumoviridae","Orthopneumovirus","Human_orthopneumovirus",FALSE,97,10,"Human orthopneumovirus(97 peptides)"
"s__Human_respirovirus_3",11217,"Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Respirovirus","Human_respirovirus_3",FALSE,8,1,"Human respirovirus 3(8 peptides)"
"s__Indiana_vesiculovirus",11277,"Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Vesiculovirus","Indiana_vesiculovirus",FALSE,4,1,"Indiana vesiculovirus(4 peptides)"
"s__Infectious_bursal_disease_virus",10995,"Viruses","Orthornavirae","Birnaviridae__F+","Birnaviridae__F+","Birnaviridae__F+","Birnaviridae","Avibirnavirus","Infectious_bursal_disease_virus",FALSE,5,1,"Infectious bursal disease virus(5 peptides)"
"s__Influenza_A_virus",577543,"Viruses","Orthornavirae","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza_A_virus",FALSE,335,116,"Influenza A virus(335 peptides)"
"s__Influenza_B_virus",279329,"Viruses","Orthornavirae","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Betainfluenzavirus","Influenza_B_virus",FALSE,3,3,"Influenza B virus(3 peptides)"
"s__Influenza_C_virus",11553,"Viruses","Orthornavirae","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Gammainfluenzavirus","Influenza_C_virus",FALSE,1,1,"Influenza C virus(1 peptides)"
"s__Isla_Vista_hantavirus",42097,"Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Hantaviridae","Orthohantavirus","Isla_Vista_hantavirus",FALSE,1,1,"Isla Vista hantavirus(1 peptides)"
"s__Japanese_encephalitis_virus",11072,"Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Japanese_encephalitis_virus",FALSE,34,1,"Japanese encephalitis virus(34 peptides)"
"s__Konjac_mosaic_virus",322053,"Viruses","Orthornavirae","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Konjac_mosaic_virus",FALSE,1,1,"Konjac mosaic virus(1 peptides)"
"s__La_Crosse_orthobunyavirus",11577,"Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae","Orthobunyavirus","La_Crosse_orthobunyavirus",FALSE,1,1,"La Crosse orthobunyavirus(1 peptides)"
"s__Lassa_mammarenavirus",11620,"Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Arenaviridae","Mammarenavirus","Lassa_mammarenavirus",FALSE,12,2,"Lassa mammarenavirus(12 peptides)"
"s__Lymphocytic_choriomeningitis_mammarenavirus",11624,"Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Arenaviridae","Mammarenavirus","Lymphocytic_choriomeningitis_mammarenavirus",FALSE,3,2,"Lymphocytic choriomeningitis mammarenavirus(3 peptides)"
"s__Mamastrovirus_3",1239567,"Viruses","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae","Mamastrovirus","Mamastrovirus_3",FALSE,3,1,"Mamastrovirus 3(3 peptides)"
"s__Mammalian_orthorubulavirus_5",2560580,"Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Orthorubulavirus","Mammalian_orthorubulavirus_5",FALSE,1,1,"Mammalian orthorubulavirus 5(1 peptides)"
"s__Marburg_marburgvirus",378830,"Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Filoviridae","Marburgvirus","Marburg_marburgvirus",FALSE,9,3,"Marburg marburgvirus(9 peptides)"
"s__Mayaro_virus",59301,"Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Mayaro_virus",FALSE,2,1,"Mayaro virus(2 peptides)"
"s__Measles_morbillivirus",132487,"Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Morbillivirus","Measles_morbillivirus",FALSE,63,3,"Measles morbillivirus(63 peptides)"
"s__Middle_East_respiratory_syndrome_related_coronavirus",1335626,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Middle_East_respiratory_syndrome_related_coronavirus",FALSE,1887,3,"Middle East respiratory syndrome related coronavirus(1887 peptides)"
"s__Mobala_mammarenavirus",55097,"Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Arenaviridae","Mammarenavirus","Mobala_mammarenavirus",FALSE,1,1,"Mobala mammarenavirus(1 peptides)"
"s__Montano_orthohantavirus",1980481,"Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Hantaviridae","Orthohantavirus","Montano_orthohantavirus",FALSE,1,1,"Montano orthohantavirus(1 peptides)"
"s__Mumps_orthorubulavirus",2560602,"Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Orthorubulavirus","Mumps_orthorubulavirus",FALSE,2,1,"Mumps orthorubulavirus(2 peptides)"
"s__Murine_coronavirus",11142,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Murine_coronavirus",FALSE,32,3,"Murine coronavirus(32 peptides)"
"s__Murine_respirovirus",11191,"Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Respirovirus","Murine_respirovirus",FALSE,6,2,"Murine respirovirus(6 peptides)"
"s__Murray_Valley_encephalitis_virus",301478,"Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Murray_Valley_encephalitis_virus",FALSE,33,2,"Murray Valley encephalitis virus(33 peptides)"
"s__Nipah_henipavirus",121791,"Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Henipavirus","Nipah_henipavirus",FALSE,4,1,"Nipah henipavirus(4 peptides)"
"s__Norwalk_virus",150080,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Caliciviridae","Norovirus","Norwalk_virus",FALSE,39,13,"Norwalk virus(39 peptides)"
"s__Orthohepevirus_A",31768,"Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Hepelivirales","Hepeviridae","Orthohepevirus","Orthohepevirus_A",FALSE,51,4,"Orthohepevirus A(51 peptides)"
"s__Pangolin_coronavirus",2708335,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Pangolin_coronavirus",FALSE,156,1,"Pangolin coronavirus(156 peptides)"
"s__Parechovirus_A",1803956,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Parechovirus","Parechovirus_A",FALSE,10,3,"Parechovirus A(10 peptides)"
"s__Pegivirus_C",54290,"Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Pegivirus","Pegivirus_C",FALSE,6,1,"Pegivirus C(6 peptides)"
"s__Pestivirus_A",11099,"Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Pestivirus","Pestivirus_A",FALSE,5,2,"Pestivirus A(5 peptides)"
"s__Pestivirus_B",54315,"Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Pestivirus","Pestivirus_B",FALSE,1,1,"Pestivirus B(1 peptides)"
"s__Pestivirus_C",358769,"Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Pestivirus","Pestivirus_C",FALSE,30,4,"Pestivirus C(30 peptides)"
"s__Pestivirus_K",1914447,"Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Pestivirus","Pestivirus_K",FALSE,3,1,"Pestivirus K(3 peptides)"
"s__Phlebovirus_WCH_97_HN_China_2011",1173018,"Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Phenuiviridae","Phlebovirus","Phlebovirus_WCH_97_HN_China_2011",FALSE,4,1,"Phlebovirus WCH 97 HN China 2011(4 peptides)"
"s__Physalis_mottle_virus",72539,"Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Tymovirales","Tymoviridae","Tymovirus","Physalis_mottle_virus",FALSE,1,1,"Physalis mottle virus(1 peptides)"
"s__Pipistrellus_bat_coronavirus_HKU5",694008,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Pipistrellus_bat_coronavirus_HKU5",FALSE,1,1,"Pipistrellus bat coronavirus HKU5(1 peptides)"
"s__Piscine_novirhabdovirus",11288,"Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Novirhabdovirus","Piscine_novirhabdovirus",FALSE,10,1,"Piscine novirhabdovirus(10 peptides)"
"s__Plum_pox_virus",12211,"Viruses","Orthornavirae","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Plum_pox_virus",FALSE,1,1,"Plum pox virus(1 peptides)"
"s__Porcine_epidemic_diarrhea_virus",28295,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Porcine_epidemic_diarrhea_virus",FALSE,33,2,"Porcine epidemic diarrhea virus(33 peptides)"
"s__Porcine_reproductive_and_respiratory_syndrome_virus",28344,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Arteriviridae","Porcine_reproductive_and_respiratory_syndrome_virus__S+","Porcine_reproductive_and_respiratory_syndrome_virus",FALSE,69,1,"Porcine reproductive and respiratory syndrome virus(69 peptides)"
"s__Potato_mop_top_virus",37128,"Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Virgaviridae","Pomovirus","Potato_mop_top_virus",FALSE,6,1,"Potato mop top virus(6 peptides)"
"s__Potato_virus_Y",12216,"Viruses","Orthornavirae","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Potato_virus_Y",FALSE,9,1,"Potato virus Y(9 peptides)"
"s__Powassan_virus",11083,"Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Powassan_virus",FALSE,1,1,"Powassan virus(1 peptides)"
"s__Prospect_Hill_orthohantavirus",1980485,"Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Hantaviridae","Orthohantavirus","Prospect_Hill_orthohantavirus",FALSE,1,1,"Prospect Hill orthohantavirus(1 peptides)"
"s__Pseudomonas_virus_phi6",10879,"Viruses","Orthornavirae","Duplornaviricota","Vidaverviricetes","Mindivirales","Cystoviridae","Cystovirus","Pseudomonas_virus_phi6",FALSE,2,1,"Pseudomonas virus phi6(2 peptides)"
"s__Puumala_orthohantavirus",1980486,"Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Hantaviridae","Orthohantavirus","Puumala_orthohantavirus",FALSE,23,2,"Puumala orthohantavirus(23 peptides)"
"s__Rabbit_hemorrhagic_disease_virus",11976,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Caliciviridae","Lagovirus","Rabbit_hemorrhagic_disease_virus",FALSE,4,1,"Rabbit hemorrhagic disease virus(4 peptides)"
"s__Rabies_lyssavirus",11292,"Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Lyssavirus","Rabies_lyssavirus",FALSE,25,4,"Rabies lyssavirus(25 peptides)"
"s__Redspotted_grouper_nervous_necrosis_virus",292633,"Viruses","Orthornavirae","Kitrinoviricota","Magsaviricetes","Nodamuvirales","Nodaviridae","Betanodavirus","Redspotted_grouper_nervous_necrosis_virus",FALSE,14,1,"Redspotted grouper nervous necrosis virus(14 peptides)"
"s__Reston_ebolavirus",186539,"Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Filoviridae","Ebolavirus","Reston_ebolavirus",FALSE,8,1,"Reston ebolavirus(8 peptides)"
"s__Rhinovirus_A",650130,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Rhinovirus_A",FALSE,16,5,"Rhinovirus A(16 peptides)"
"s__Rhinovirus_B",12131,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Rhinovirus_B",FALSE,5,1,"Rhinovirus B(5 peptides)"
"s__Rift_Valley_fever_phlebovirus",11588,"Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Phenuiviridae","Phlebovirus","Rift_Valley_fever_phlebovirus",FALSE,3,1,"Rift Valley fever phlebovirus(3 peptides)"
"s__Rinderpest_morbillivirus",11243,"Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Morbillivirus","Rinderpest_morbillivirus",FALSE,8,3,"Rinderpest morbillivirus(8 peptides)"
"s__Rio_Mamore_hantavirus",46920,"Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Hantaviridae","Orthohantavirus","Rio_Mamore_hantavirus",FALSE,1,1,"Rio Mamore hantavirus(1 peptides)"
"s__Rio_Segundo_hantavirus",37207,"Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Hantaviridae","Orthohantavirus","Rio_Segundo_hantavirus",FALSE,1,1,"Rio Segundo hantavirus(1 peptides)"
"s__Rotavirus_A",10962,"Viruses","Orthornavirae","Duplornaviricota","Resentoviricetes","Reovirales","Reoviridae","Rotavirus","Rotavirus_A",FALSE,41,9,"Rotavirus A(41 peptides)"
"s__Rubivirus_rubellae",11045,"Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Hepelivirales","Matonaviridae","Rubivirus","Rubivirus_rubellae",FALSE,24,2,"Rubivirus rubellae(24 peptides)"
"s__Saint_Louis_encephalitis_virus",11080,"Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Saint_Louis_encephalitis_virus",FALSE,9,1,"Saint Louis encephalitis virus(9 peptides)"
"s__Schmallenberg_orthobunyavirus",1133363,"Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae","Orthobunyavirus","Schmallenberg_orthobunyavirus",FALSE,1,1,"Schmallenberg orthobunyavirus(1 peptides)"
